"file","context","test","nb","failed","skipped","error","warning","user","system","real","passed"
"test-dp-synopsis-exact-downstream.R","dp-synopsis-exact-downstream","exact synopsis FINAL_SHARE admits capacity-bounded GEE chunks",12,0,FALSE,FALSE,0,0.164,0.016,0.205,12
"test-dp-synopsis-exact-downstream.R","dp-synopsis-exact-downstream","exact synopsis FINAL_SHARE transports validity and binding",25,0,FALSE,FALSE,0,15.37,0.276,15.737,25
"test-dp-synopsis-exact-downstream.R","dp-synopsis-exact-downstream","exact synopsis segments and final certificates fail closed",22,0,FALSE,FALSE,0,9.065,0.115,9.201,22
"test-dp-synopsis-exact-downstream.R","dp-synopsis-exact-downstream","exact FINAL_SHARE excludes K3 and K5 witnesses",36,0,FALSE,FALSE,0,21.889,0.421,22.349,36
"test-dp-synopsis-exact-downstream.R","dp-synopsis-exact-downstream","exact synopsis RELEASE finalizes binding and validity",20,0,FALSE,FALSE,0,11.638,0.234,11.896,20
"test-dp-synopsis-exact-downstream.R","dp-synopsis-exact-downstream","exact synopsis REPLAY is public-only",16,0,FALSE,FALSE,0,10.535,0.315,10.867,16
"test-exact-gc-release-policy.R","exact-gc-release-policy","custodians can extend release leases without changing defaults",6,0,FALSE,FALSE,0,0.0190000000000055,0,0.0219999999999914,6
"test-exact-gc-release-policy.R","exact-gc-release-policy","extended operation lease survives six hours but still expires",5,0,FALSE,FALSE,0,0.0630000000000024,0.004,0.0769999999999982,5
"test-exact-gc-release-policy.R","exact-gc-release-policy","terminal worker failure survives lease checks until explicit abort",12,0,FALSE,FALSE,0,0.0229999999999961,0,0.0289999999999964,12
"test-exact-gc-transport.R","exact-gc-transport","Ring128 decimal residues use exact canonical little-endian records",17,0,FALSE,FALSE,0,0.0550000000000068,0.00299999999999967,0.0690000000000026,17
"test-exact-gc-transport.R","exact-gc-transport","Ring4096 residues use canonical dynamic containers",4,0,FALSE,FALSE,0,0.00999999999999091,0.00100000000000033,0.012999999999991,4
"test-exact-gc-transport.R","exact-gc-transport","exact multiplication planner covers its full dynamic domain",24,0,FALSE,FALSE,0,0.542000000000002,0.0449999999999999,15.156,24
"test-exact-gc-transport.R","exact-gc-transport","the dynamic capability rejects an old Ring512 helper",1,0,FALSE,FALSE,0,0.00499999999999545,0.00099999999999989,0.00600000000000023,1
